title,price,offer,category,site
REDRAGON REDRAGON RU015 2.0 USB 32GB Flash Drive 3.2USB -200B/S R,199,33% Off,data-storage,noon
Samsung T7 Shield 1 TB Sand 1 TB,"6,990",N/A,data-storage,noon
"HIKSEMI Flash drive with Type-C port,  USB 3.2 64 GB storage capacity, silver",335,N/A,data-storage,noon
HIKSEMI memory card Neo 256GB Black,899,N/A,data-storage,noon
"Sandisk Extreme Pro SDXC card + RescuePRO Deluxe, Up To 200MB/s, UHS I, Class 10, U3, V30 SDSDXXD 128G GN4IN, Black 128 GB","1,379",18% Off,data-storage,noon
Sandisk Ultra SDXC Memory Card 120MB/s 128.0 GB,999,72% Off,data-storage,noon
WD 64 GB Class 10/UHS-I U1 MicroSDXC 64 GB,510,N/A,data-storage,noon
"Kingston NV2 2TB M.2 2280 NVMe Internal SSD, Up to 3500MB/s Read / 2800MB/s Write Speed, Gen 4x4 NVMe PCIe Performance, 2.17G Vibration Operating | SNV2S/2000G 2 TB","6,100",9% Off,data-storage,noon
WD Wd Green 240GB Sata SSD – Wds240G2G0A 240 GB,945,54% Off,data-storage,noon
Kingston XS1000 2TB SSD | Pocket-Sized | USB 3.2 Gen 2 | External Solid State Drive | Up to 1050MB/s | SXS1000/2000G 2.0 TB,"6,495",18% Off,data-storage,noon
Dahua USB-U106-20-64GB Flash Drives 64.0 GB,215,32% Off,data-storage,noon
"Kingston NV3 2TB M.2 2280 NVMe Internal SSD, Up to 6000MB/s Read, 5000MB/s Write Speed, Gen 4.0x4 NVMe PCIe Performance, 2.17G Vibration Operating, 640TBW | SNV3S/2000G 2 TB","6,499",N/A,data-storage,noon
Kingston DataTraveler Exodia USB 3.2 Flash Drive With Protective Cap 64 GB,249,N/A,data-storage,noon
TwinMOS M.2 2280 SSD SATAIII,580,N/A,data-storage,noon
REDRAGON REDRAGON RU014 2.0 USB 16GB Flash Drive,145,42% Off,data-storage,noon
