name,price,Original Price,category,site
Google - Home Hub with Google Assistant - Charcoal,N/A,N/A,Speakers,amazon
JB Supar Bass M3 Colorful Wireless Bluetooth Speakers 3D Mini Electroplating Round Steel Speaker,N/A,N/A,Speakers,amazon
Coverzone Portable Bluetooth Speaker Portable Bluetooth Speaker Travel Mini Wireless Speaker M3 Blue (Blue),299..00,N/A,Speakers,amazon
"Golon Professional Speakers AM/FM/SW 3 Bands Radio, Portable Outdoor Music Player, USB/TF/Radio/BT/Speaker, Type C (RX-388)",785..00,N/A,Speakers,amazon
"Generic SUB BT ZR4600 - ZERO: 42W, 4"" Subwoofer, Bluetooth 5.0, 2-Year Warranty, Black","1,080..00",N/A,Speakers,amazon
Anker Sound Core Flare 2,"2,999..00",N/A,Speakers,amazon
Tiger TG-6100/1 Subwoofer Speaker,"1,650..00",N/A,Speakers,amazon
"Sennheiser AMBEO Soundbar Mini - Immersive 3D Audio for TV, Movies, and Music - Compact Device with Powerful Adaptive Features, Multiple Connectivity and Intuitive Usage","50,000..00",N/A,Speakers,amazon
"Jtiwoh quran cube, digital quran touch lamp quran speaker AZAN FM MP3 with APP CONTROL","1,750..00","EGP 1,950.00",Speakers,amazon
"Anker SOUNDCORE MINI 3 PRO BLK, Bluetooth","1,899..00",N/A,Speakers,amazon
"AN-2301 Bluetooth Speaker with FM Radio, RGB Light, Wireless Charger, Smart LED Light, 15W Playback, Loud Speaker for Home Decor, Bedroom, Gaming Room",359..10,EGP 399.00,Speakers,amazon
EPop Black Speaker,"2,499..00","EGP 2,690.00",Speakers,amazon
طقم سماعة موتوسيكل مدور من جود مورنج بالدرر والريموت التحكم 12 فولت شفاف 3 بوصة,500..00,N/A,Speakers,amazon
Zero Subwoofer 2 pieces Bluetooth speaker flash and memory and aUX input,699..99,N/A,Speakers,amazon
"JBL CHARGE 5 - Portable Waterproof (IP67) Bluetooth Speaker with Powerbank USB Charge out, 20 hours playtime, JBL Partyboost (Red)","8,990..00",N/A,Speakers,amazon
GT-112 Portable Bluetooth Speaker with Mic Outdoor Rechargeable Wireless Speakers Soundbar Loudspeaker TF MP3 Built-in Mic (Grey),189..00,N/A,Speakers,amazon
REDRAGON Darknets Bar de Sonido BLUETOOTH/JACK 3.5 RGB,"1,400..00",N/A,Speakers,amazon
Philips SB7100 / 05 portable speaker for Apple devices,"2,950..00",N/A,Speakers,amazon
"Mini Bluetooth Speaker WS-887 with FM Radio, Memory Card Slot, USB Pen Drive Slot, AUX Input Mode(Multi Colours)",N/A,N/A,Speakers,amazon
Sony SRS-XP500 X-Series Wireless Portable Bluetooth Karaoke Party Speaker IPX4 Splash-Resistant with 20 Hour Battery,"18,999..00",N/A,Speakers,amazon
"JBL x Martin Garrix Flip 6 - Portable Bluetooth Speaker with Powerful JBL Original Pro Audio, 12 Hours Battery Life, in Light Grey|1 year manufacturer warranty","6,919..00",N/A,Speakers,amazon
"Harman Kardon Go + Play 3 Portable Bluetooth Speaker, Grey, HKGOPLAY3GRYUK","24,828..00",N/A,Speakers,amazon
Portable Wireless Bluetooth Speaker With Type C TO Usb Charger - Black Ismstorebat1-2005,299..00,N/A,Speakers,amazon
Famy For Super Dark Brown SF-05-3-1,354..00,N/A,Speakers,amazon
"Bluetooth Decoder Board Module, TFM01BT+U-DX Wireless 4 Colors Spectrum Audio Module, MP3/WMA/WAV/FLAC/APE Format, Support USB/TF Card/Bluetooth/FM/AUX",202..99,N/A,Speakers,amazon
