name,price,Original Price,category,site
"3.5mm Wired Gaming Headset Noise Cancelling Stereo Bass Adjustable Microphone for PS4, Xbox One, Laptop, Cell Phone, PC, Red",350..00,N/A,Headphones,amazon
Anker Soundcore R50i Earphone TWS (2025 Version) - Black,745..00,"EGP 1,047.38",Headphones,amazon
Joyroom JR-T03S Plus 4th Generation Luda version High Quality TWS Bluetooth Headset Support Wireless Charging White|12 Months Warranty,799..00,"EGP 1,333.33",Headphones,amazon
"Anker Soundcore R50i NC True Wireless Earbuds 10mm Drivers with Big Bass, Bluetooth 5.3, 45H Playtime, IP54-Sweatguard M waterproof, AI Clear Calls with 4 Mics, 22 Preset EQs via App-green","1,550..00",N/A,Headphones,amazon
Sony mdrzx110apblack wired headphones - black Headset Wired,649..00,"EGP 1,035.16",Headphones,amazon
"Anker Soundcore R50i True Wireless In-Ear Earbuds (TWS), IPX5-Water Resistant, Clear Calls with Stereo Sound & High Bass, Super Low Latency, Soundcore Connect App with 22 Preset EQs, Soft Touch Black",735..00,N/A,Headphones,amazon
Logitech H340 USB Stereo Computer Headset Noise Cancellation For PC And Mac,"1,049..00",N/A,Headphones,amazon
"soundcore by Anker R50i VI True Wireless Earbuds, 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Long Playtime, Water-Resistant, 2 Mics for AI Clear Calls, 22 Preset EQs, Black - 18 Months Warranty",899..00,N/A,Headphones,amazon
Soundcore Anker Life P25i Wireless Earbuds Containing Protection Cover And Provide AI Enhanced Calls And Fast Charging Designed With Elegant Design For Unisex Adults With Free Carry Case - Black,999..00,"EGP 1,140.00",Headphones,amazon
Lenovo HE05 BT Earphones BT5.0 Sports Sweatproof Headset Wireless Running Headphone Magnetic Earbuds - black,349..00,EGP 378.01,Headphones,amazon
"Synergy M-Tech New Earbuds (3rd Gen) Wireless Airpods, Up to 2X More Active Noise Cancelling, Adaptive Transparency, Personalized Audio, Charging Case, Bluetooth Headphones",459..00,N/A,Headphones,amazon
"Infinix Airpods 36 hours super-long play-time IPX4 waterproof AI ENC Call noise cancellation XE 22 White, Wireless Headphones Headset Wireless Earbuds",599..00,N/A,Headphones,amazon
"Wilbeva 2022 cleaner kit for airpods, bluetooth earbuds cleaning pen for airpods pro 1 2 3 samsung mi android earbuds, 3 in 1 compact multifunctional headphones case cleaning tools, Wireless",58..00,EGP 97.00,Headphones,amazon
"Infinix Buds Nc XE28 : Bluetooth Earbuds, Clear Calls & Sound with 4 Mics, ENC Noise Cancellation, Long Battery life 35 hours, Wireless earphone, IPX4 Water resistant, 1 Year Warranty","1,199..00",N/A,Headphones,amazon
"Oraimo FreePods 3 True Wireless Earbuds Bluetooth Earphone with 4-Mic Call Noise Cancelling,36H Playtime Bluetooth Headphones in-Ear Earbuds with Stereo Bass,Waterproof for Sport,White",N/A,N/A,Headphones,amazon
JBL C100SI In-Ear Headphones with Mic BLACK,335..00,N/A,Headphones,amazon
"Soundcore H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection (Black) 18 Months Warranty","1,685..00","EGP 2,029.00",Headphones,amazon
"CHOETECH Wireless ANC (Active Noise Cancellation) Stereo Headphone, Bluetooth 5.0, Foldable Design, Soft Ear Cap, Ultra Long Playtime, Ideal for Gaming & Travelling",945..00,"EGP 1,539.00",Headphones,amazon
"HONOR Choice Earbuds X5, True Wireless Bluetooth 5.3 Earbuds with ENC Noise Cancellation, Dual Microphones, IP54 Sweatproof Resistance, Up to 35 Hours Playtime, Comfortable Lightweight Fit - White",799..56,"EGP 1,500.00",Headphones,amazon
Sony WF-1000XM5 The Best Truly Wireless Noise Cancelling Earbuds Black,"10,350..00",N/A,Headphones,amazon
Logitech H390 USB Headset - Black,"1,499..00","EGP 2,075.86",Headphones,amazon
"Air-Pods [US] with 4 microphones (every ear have 2 mic) with 1 Cleaner pen, Wireless Charging Case, Noise Cancelling, Compatible with All Phones, Wireless bluetooth buds (White, Air Pro)",499..00,EGP 519.00,Headphones,amazon
"Soundcore P30i True Wireless Earphones, In-Ear, Blue",N/A,N/A,Headphones,amazon
"G-Power GP004 Believer Wire Control Earphone Headset with Mic, Black",60..00,EGP 66.47,Headphones,amazon
