title,price,original_price,category,site
"Hollyland Lark M2S Combo (Camera RX+USB-C RX+ Lightning Cable) Wireless Lavalier Microphone for iPhone/Camera/Android/PC, Titanium Clip, Noise Cancelling, 30H Use, Vlog, Interview, Content Creation","10,200..00",,Camera,amazon
"SanDisk Ultra Dual Drive Go USB Type- C, Navagio Bay, Global, 400MB/s 256GB","1,255..00",,Camera,amazon
Kodak photographic quality photo glossy paper a4-235gsm - white,121..14,,Camera,amazon
Kingston Canvas Select Plus microSD Card SDCS2/512 GB SP Class 10,"2,249..99",,Camera,amazon
"Tapo C222 Surveillance Camera, 360 Degrees Horizontal, Pan and Tilt, Night Vision, MicroSD up to 512GB, Alexa, Google Assistant","1,895..00",,Camera,amazon
"COMICA Vimo S MI Wireless Microphone for iOS 【Lightning-MFi Certified】 200 M Transmission, Plug & Play Tie Microphone with Charging Case for Interview Youtube TikTok Vlog Live Stream (Black)","3,799..00",,Camera,amazon
HYY-YY USB Microscope Micro Type-C Electronic Microscope 1600x 1000X 5000X Micro Type-C for Phone PC Camera Magulifier Digital Biological Microscope (Magnification: 1600X),970..00,,Camera,amazon
UGREEN HDMI Cable 2M HDMI 8K HDMI 2.1 Ultra HD High-Speed 48Gbps 8K@60Hz HDMI Braided Cord eARC Dynamic HDR Dolby Vision Compatible with MacBook Pro PS5 Switch TV Xbox Roku UHD TV Blu-ray Projector,580..00,,Camera,amazon
"Compressed Air Duster,3-Gear to 51000RPM Electric Air Duster Portable Air Blower with LED Light, 6000mAhRechargeable Cordless Air Duster for Computer Keyboard Fast Charge(Black)","1,999..00",,Camera,amazon
"Kodak PIXPRO Friendly Zoom FZ45-BK 16MP Digital Camera with 4X Optical Zoom 27mm Wide Angle and 2.7"" LCD Screen (Black)","9,000..00",,Camera,amazon
Coverzone Tripod Mobile Phone Camcorder Action Camera 136cm Height Desktop Portable Portable NP3180,650..00,,Camera,amazon
2 Pack LED Video Light Kit Bi-Color White Yellow Mix-9-23cm 55W Dimmable 2700K-6500K with Remote Control Tripod for YouTube Streaming Games,"1,800..00",,Camera,amazon
"120W LED Light Panel for Camera and Mobile Phone 24 Inch 3 Color Dimmable Flat Panel for Photography Video with Remote Control (24"" Light Panel + 2M Bearing(1 Pack)(2900K-6900K)","1,500..00",,Camera,amazon
ZHIYUN G60 MOLUS COB LED Video Light 60 W Adjustable 2700K-6500K 2376Lux @1M LED Studio Continuous Lighting Supports App Control with Softbox,"12,611..35",,Camera,amazon
Saramonic Blink 500 T4 4-Person Wireless Microphone System (2.4 GHz),"10,223..23",,Camera,amazon
"Xiaomi Smart Camera C300 Indoor Cam, Super Clear 2K Image Quality and Upgraded AI, 3 Megapixel, F1.4 Large Aperture, Full Colour in Low-Light, AI Human Detection, Voice Assistant Compatibility","2,399..00",,Camera,amazon
"MANYCAST®C9 CCTV Mini WiFi Camera, Wireless CCTV 1080P IR Night Viewing 2 Way Audio Smart Surveillance Camera for Home Security",645..00,,Camera,amazon
Hikvision microSDHC microSDXC 92 MB/s Card with Adapter 128GB,439..00,,Camera,amazon
HORI Ultra High Speed HDMI Cable for Playstation 5 - Officially Licensed by Sony,250..00,,Camera,amazon
"GoPro CHDHF-111-RW HERO11 Black Mini - Compact Waterproof Action Camera with 5.3K60 Ultra HD Video, 24.7MP Frame Grabs, 1/1.9"" Image Sensor, Live Streaming, Stabilization","19,500..00","EGP 21,849.00",Camera,amazon
"Ring Light with 3 Color Modes Dimmable Led photography, for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging, Compatible with iPhone/Android & Cameras, 26cm (RING 26CM)",149..00,,Camera,amazon
"Wireless Lavalier Microphone for Phone(USB-C), Dual Wireless Microphone for Video Recording, Live Stream, Vlog, YouTube, TikTok, Facebook, Zoom - Noise Reduction & Plug-Play(No Need App/Bluetooth)",911..64,,Camera,amazon
"UGREEN 8K DisplayPort Cable Ultra HD Gold-Plated DisplayPort 1.4 Male to Male Nylon Braided Cable SPCC Shell, Support 7680x4320 Resolution 8K@60Hz, 4K@144Hz, 32.4Gbps HDP HDCP for HDTV Monitor- 1M",929..00,,Camera,amazon
PRO 600 RGB LED Contains Stand With Vibrant Coloring Lightning Is Highly Practical For Shoots Setup - Black,"1,350..00",,Camera,amazon
"Eufy Mini IndoorCam, Pan & Tilt Indoor Security Camera, Camera with Wi-Fi plugin, AI for human and pets, compatible with voice assistants, night vision, motion tracking.","1,325..00",,Camera,amazon
"HDMI to VGA Adapter Cable, 6ft/1.8m Gold-plated 1080P HDMI Male to VGA Male Active Video Converter Cord Support Notebook PC DVD Player Laptop TV Projector Monitor Etc",268..90,,Camera,amazon
"EZVIZ CB8 Security Camera, 2K Wifi Camera CCTV with Battery, Outdoor Wire-free IP Camera with Two-way Audio, Waterproof, PIR, Smart Human Motion Detection, 360° View, Work with Solar Panel & Alexa","6,288..00",,Camera,amazon
"Imou Rex 2MP - Indoor PRO Dome Camera, Full HD 1080P with Auto Tracking, Built In Spotlight and 110dB Siren, AI Human & Abnormal Sound Detection, H.265, Black,IPC-A26LP-imou","2,471..00",,Camera,amazon
"Salandens Light Box 80 x 80 cm/32 Inches Portable Photo Studio Box, 126 LED Daylight 5500 K Photo Studio with 2 LED Strips, 3 Backgrounds (White/Black/Orange) and Carry Bag","3,226..00","EGP 3,566.06",Camera,amazon
"Yiany 4K DisplayPort to HDMI Cable,Yiany1.8m Gold-Plated DP to HDMI Adapter Compatible for Lenovo, HP, Dell, GPU, AMD, NVIDIA, ASUS - 6 Feet",110..00,EGP 134.00,Camera,amazon
"Insta360 X3 - Waterproof 360 Action Camera with 1/2"" 48MP Sensors, 5.7K 360 Active HDR Video, 72MP 360 Photo, 4K Single-Lens, 60fps Me Mode, Stabilization, 2.29"" Touchscreen, AI Editing, Live Stream","19,999..00","EGP 22,000.00",Camera,amazon
Polaroid IS048 Digital Camera - Small Lightweight Waterproof Instant Sharing 16 MP Digital Portable Handheld Action Camera (Black),"6,500..00",,Camera,amazon
EZVIZ H8C Wireless Full HD Security Smart Home Outdoor PT Colour Night Camera 2MP,,,Camera,amazon
"7 in 1 Airpod Cleaner Kit with Spray,MMH Multi-function Electronic Keyboard Laptop Screen Macbook Pro Earbud Cleaner Kit Tool with Cleaning Pen Brush for Phone,Tablet,PC Screen,Computer,Headphone Blue",115..99,,Camera,amazon
WT 3520 Aluminum Alloy Foldable Portable Photography Tripod for Camera - Black,800..00,,Camera,amazon
UGREEN USB Type-C 3.2 Gen1 to HDMI 2.0 4K 60Hz UHD Cable with Thunderbolt 3 Support for Phone Tablet Laptop and Monitors (1.5M),"1,109..69","EGP 1,163.00",Camera,amazon
"eufy Security HomeBase 3 eufy S380 Security Camera, Toll-Free Use, Expandable Memory, eufy Security Compatibility, Military Standard Encryption","12,890..00",,Camera,amazon
"EZVIZ H6c Pro - Intelligent Pan/Tilt WiFi Surveillance Camera with 360° Panoramic View, Two-Way Audio, Motion Detection with Automatic Tracking, Night Vision (up to 10 m)","1,115..00","EGP 1,155.00",Camera,amazon
"Camera Stands, 4-Clamps Background, 3x3m","1,498..88",,Camera,amazon
Beauty beast Wireless Lavalier Lapel Microphone for iPhone 15 Series/Android/Computer -Video Recording - 2 Clip on Mics with USB C Interface for Tiktok YouTube Vlog (USB C 1 to 2),447..55,,Camera,amazon
Hik-Vision 2MP Indoor Camera-DS-2CE76D0T-EXIPF,480..00,,Camera,amazon
COOPIC S04 2.8x2m Background Stand with 3x3m Green Cotton Muslin Background Backdrop For Lighting Photography,"1,650..00",,Camera,amazon
Shahn 7 Feet Portable Adjustable Tripod Stand with Rotating Ball Head and Mobile Clip Holder for Photoshoot/Vlogging/Photography/Online Class.,261..00,EGP 310.00,Camera,amazon
"20-in-1 Electronic Cleaner Kit, طقم تنظيف لوحة المفاتيح, Fekra Keyboard Cleaner kit, Portable Multifunctional Cleaning Tool for PC Monitor/Earbud/Cell Phone/Laptop/Computer/Bluetooth Earphones(Black)",249..00,EGP 297.00,Camera,amazon
DP Male to HDMI Female Converter Adapter Cable,102..00,,Camera,amazon
ZHIYUN MOLUS G60 Combo [Official] 60W COB Video Light Bicolor 2700K-6500K Bluetooth App Remote Control Continuous Light Photography with Power Supply DC/PD Tripod for Youtube Vlogging Wedding,"15,400..70",,Camera,amazon
"iSONiX® 4K WiFi Wireless Display Screen Mirroring Compatibale with All Android, iOS & Windows | Cast HDMI Dongle for LED TV Screen Mirroring Device for Miracast",540..00,,Camera,amazon
"Ring Light Led photography ring light, 26cm, warm/natural/cold",133..00,,Camera,amazon
"Wireless Headset Microphone with Receiver, 160ft Range, Flexible Boom","1,500..00",,Camera,amazon
"eufy Security Solo IndoorCam E220 (P24) 2K Pan&Tilt Home Security Camera Indoor Wi-Fi Plug-in Cam, Human & Pet AI, Voice Assistant Compatibility, Night Vision, Motion Tracking, Homebase not Compatible","3,499..90",,Camera,amazon
"Beauty beast 4K 48MP Camcorder Video Camera 16X Digital Zoom YouTube Vlogging Webcam IR Night Vision WiFi 3.0”Touch Screen Microphone, 32G SD Card, Remote Control and 2 Batteries (4K 48MP)","7,999..00","EGP 8,999.00",Camera,amazon
"IMAGINEA 2.4GHz 2 in 1 K8 Wireless Microphone, Digital Mini Portable Recording Clip Mic with Receiver for All Type-C Lightning Mobile Phones Camera Laptop for Vlogging YouTube Online Class, Zoom Call",190..00,EGP 202.95,Camera,amazon
aRaims Claro Umbrella RS4,"5,006..00","EGP 5,894.00",Camera,amazon
"BOYAMIC Wireless Lavalier Microphone for iPhone Android Type C Smartphone DSLR Camera, Onboard Recording, 984ft Range, 10h Battery Life, Clip on Wireless Lapel Mic for Live Streaming Video Conference","6,000..00",,Camera,amazon
Crown laser leveler compact tripod black - 1.2m caxl-s12,649..00,,Camera,amazon
"CAMKORY Digital Camera, FHD 1080P Digital Point and Shoot Camera for Kids 44MP Vlogging Camera with Anti Shake 16X Zoom, Compact Kids Camera Small Camera for Boys Girls Teens Students Seniors Pink","4,141..90","EGP 4,274.00",Camera,amazon
"Hikvision 1 TB 2 Megapixels 4 Surveillance Cameras, DVR, FULL HD 1080p","5,623..98","EGP 8,160.00",Camera,amazon
"MVBOONE HDMI Extender Adapter Over Cat5e/6 (1pair), HDMI Repeater to RJ45 Ethernet Network Converter, 4k HD 1080p UP to 30m/98ft, for HDTV, Set-top Boxes, DVD, PS4, STB, Blue",94..00,EGP 109.00,Camera,amazon
"YAYOYA Green Screen Backdrop with Stand Kit 5x6.5ft, Portable Chromakey Green Screen Stand with Carrying Bag & 5 Clamps, Greenscreen T-Shaped Background Stand for Streaming, Video, Gaming, Zoom","1,600..00",,Camera,amazon
instax Fujifilm Mini 12 Instant Camera with 20 Shot Film Pack - Pastel Blue,"5,250..00",,Camera,amazon
Weatherproof Security Camera with Built-in Siren and Night Vision (Tapo C310),"2,175..00",,Camera,amazon
"Mini Spy Cameras Hidden 1080P HD Wireless Camera with Night Vision Motion Detection, WiFi Camera Home Safety Babysitter Security Camera for Indoor and Outdoor","1,799..00",,Camera,amazon
"Set of 2 24 Inch LED Video Light Set, 2700-7500 K Dimmable Continuous Photography Lighting with Remote Control and 200 cm Tripod, CRI 96+ Studio Lights for TikTok, YouTube, Video Photography","3,400..00",,Camera,amazon
"Zoom Binoculars for Adult,10-24x50 Power Adjustable,HD Waterproof Binoculars for Birds Watching Hunting Traveling Concerts, Durable & Clear BAK4 Prism FMC Lens","10,500..00",,Camera,amazon
"Memory King 128GB Fast Storage for Photos, Videos and Files (GB, 128GB)",389..00,,Camera,amazon
"NewBEP HDMI to VGA Adapter Cable, 6ft/1.8m Gold-plated 1080P HDMI Male to VGA Male Active Video Converter Cord Support Notebook PC DVD Player Laptop TV Projector Monitor Etc",290..00,,Camera,amazon
"Hollyland Lark M2 Wireless Lapel Microphone Combo for iPhone, Android, Camera, PC and Laptop, Lightning, USB-C, 48Khz, 24-bit, 1000ft Range, Noise Cancelling, 40 Hour Battery","10,300..00",,Camera,amazon
"UGREEN Mini HDMI Male (Type C) To HDMI Female Adapter, Gold Plated Compatible With Smartphones, Camcorder, Tablets and Cameras - Black",149..00,,Camera,amazon
"Imou Bullet 2E 2 MP surveillance camera for outdoor & indoor use, WiFi, 4 models, WiFi IP outdoor camera, Wi-Fi 2.4 GHz, colour night vision, IP67 weatherproof, supports Alexa & Google Assistant","2,106..00",,Camera,amazon
"Godox Virso M2 2.4GHz Wireless Microphone System(2TX+1RX+Charging Case), 200m(656ft.) Range, Internal Recording, Dual Channel Noise Cancelling Wireless Lavalier Microphone for Cameras, PC, Smartphones","5,299..00",,Camera,amazon
"JSAUX CV0035 8K HDMI to HDMI Cable 3M, 48Gbps, 8K@60Hz, 4K@120Hz, HDMI 2.1, eARC, VRR, Dolby Atmos, Compatible with PS5, LG TV, Samsung QLED, Projectors, Gaming Monitors - 1-Pack, Black",299..00,,Camera,amazon
3110A Pro Camera Tripod Lightweight Flexible Portable Three-way Head for Sony Canon Nikon,250..00,,Camera,amazon
"ZDSSY Hy300, by Salange, Smart Portable Mini Projector Android 11, 220 ANSI, 4K/1080P, Wi-Fi 5G BT 5.0, 180 Degree Rotation, Built-in Speaker, Auto Distortion, 250"" Image, EU Plug","4,592..00","EGP 4,775.00",Camera,amazon
"Tecdigbo 150W LED Photo Light, 3000-6500K E27 Lamp Socket for Photography Softbox, with Remote Control, Used for Photo Studio, Home Lighting, Video Filling, Tik TOK Video Live Streaming",939..00,,Camera,amazon
"protechtor Smart 4K portable with biult in speakers,screen mirroring,2.4/5G WiFi, BT 5","4,350..00",,Camera,amazon
"COOPIC S04 2.8M x 2M Background Support System With Continuous Lighting Kit for Photo Studio Product,Portrait and Video Shoot Photography","4,249..00",,Camera,amazon
"JSAUX Cv0046 Zinc all 8K 3M, HDMI 2.1 Cable Ultra High Speed 48 Gbps, (8K @ 60Hz 4K @ 120Hz 144Hz) eARC HDR10 HDCP 2.2 & 2.3 3D, Compatible with PS5 / PS4 / X-Box/UHDTV/Blu-ray",208..00,,Camera,amazon
"Godox QR-P70 70CM 27.6 Inch Parabolic Softbox Bowens Mount, Quick-Setup Quick-Folding in One Minute, with Front & Inner Diffuser and Carrying Bag for Godox SL-60W VL150 VL300 UL150 SL150WII SZ150R","4,830..00",,Camera,amazon
"EZVIZ C7- Dual-Lens 2K+ Indoor Security Camera, Dual Band, 10M Starlight Colour Night Vision, Pan Tilt, Human/Pet Detection, Auto Tracking, Two Way Calling, Patrol Mode, Alarm, Alexa & Google Control","2,955..00",,Camera,amazon
"KabelDirekt – 2m HDMI cable – 4K & 8K HDMI cord (HDMI to HDMI – 8K@60Hz & 4K@120Hz for stunning Ultra HD, High Speed with Ethernet, HDMI 2.0/1.4 – Blu-ray/PS4/PS5/Xbox Series X/Switch, black)",470..00,,Camera,amazon
Hikvision microSDHC UHS-I 92 MB/s Card with Adapter 32GB,159..00,,Camera,amazon
"WiFi Video Projector, WEWATCH V10 Wireless Portable Movie Projector with Bluetooth Full HD 1080p Compatible with HDMI, VGA, TV Stick, iPhone, Android","3,999..00",,Camera,amazon
White chromatic photography background 3x5 m,401..00,,Camera,amazon
Fujifilm instax mini 12 Gift Box Album - Lilac Purple,"6,500..00",,Camera,amazon
Dlink Mini HD Wi-Fi Camera DCS-8000LH,750..00,"EGP 1,250.00",Camera,amazon
"Noorio Magnetic Battery-Powered 1080p Indoor/Outdoor Security Camera with Color Night Vision, 8GB Local Storage, Motion Tracking, IP66 Weatherproof, Works with Alexa & Google Assistant, B200",,,Camera,amazon
"Bin Laden Stores Mobile Phone Chest Strap Mount,Harness Strap Holder Universal Cell Phone Clip for Action Camera POV Compatible with Gopro Akaso Samsung iPhone etc",400..00,,Camera,amazon
"Boya Omic-D Wireless Microphone for iPhone [MFi Certified],Noise Cancelling Magnetic Clip Lapel Microphone with Wireless Charging Case & 164ft Transmission for iPhone, iPad-Black","4,199..00",,Camera,amazon
"INSTAX WIDE ISO 800 instant film with white border, 2 X 10 shot pack","1,899..00",,Camera,amazon
AKKKGOO 8K HDMI Cable 1.5M HDMI 2.1 Cable Real 8K High Speed 48Gbps 8K(7680x4320)@60Hz 4K@120Hz Dolby Vision HDCP2.2 HDR4:4:4 HDR eARC Compatible with Apple TV Samsung QLED TV,175..00,,Camera,amazon
Lexar microSDXC Card 64GB UHS-I High-Performance 633x U3 100MB/s,290..00,,Camera,amazon
"fashion mania Propeller Guard Strap for DJI Air 3 Drone Propellers,Protector Stabilizer",699..00,,Camera,amazon
"IDEATECH 4K Wifi Mini Camera,Sport Camera Home Security P2P Camera WiFi, Night Vision Wireless Surveillance Camera, Remote Monitor Phone App (HDWIFICAM PRO) - 64GB TF CARD",644..00,,Camera,amazon
"UNI-T UT383 Mini Digital Light Meter 200,000 LUX Luxometer Illuminometer with LCD Display, Professional Digital Photometer, Meter Lighting","1,550..00",,Camera,amazon
SanDisk microSDXC 256GB Extreme PRO SDSQXCD-256G-GN6MA R: 200MB/s W: 140MB/s UHS-I U3 V30 4K Ultra HD A2 Compatible with SD Adapter Included,"2,099..99",,Camera,amazon
"Instax Wide Film White Border , 10 Shot Pack",517..85,,Camera,amazon
Other 1.5m HDMI Gold Plated Cable,46..00,EGP 65.00,Camera,amazon
"50X-1600X USB Digital Microscope, 2 in 1 8 LED Handheld Magnification Endoscope Camera with Carrying Case & Metal Stand, Compatible for Android Windows 7/8/10 Linux Mac",850..00,,Camera,amazon
"Aijeff Cleaner Kit for Airpods Pro 1 2 3, Multi-Function [8 in 1] Cleaning Kit for Earphone, Smartphones, Tablets, Laptop, Keyboard Cleaning Tool for iPhone iPod",124..50,EGP 134.00,Camera,amazon
"L Bracket DSLR Camera Mount L Plate Quick Release Plate Vertical Horizontal Video Shooting, Universal Shape Holder Bracket with 1/4inch Screw for Professional Photography Tripod",299..00,,Camera,amazon
"Mini Flexible Tripod Octopus Spider Stand Holder with 360° Ball Head for GoPro Heor for Canon, Nikon, Sony, DSLR And iPhone X - Black",194..50,EGP 223.00,Camera,amazon
7 feet Lightweight & Portable (84 Inch) Long Tripod Stand for YouTube | Photo-Shoot | Video Shoot | Live Stream | Makeup | 360-degree Rotation for All Mobiles & Cameras,350..00,,Camera,amazon
CANON Professional Lens Cleaning Cleaner kit,312..00,,Camera,amazon
"6-In-1 Vlogging Kit ForiPhone & Android -Includes Tripod, Mini Led Light + Cardioid Microphone + Phone Holder + And Accessories For Live Streaming, Video Calls, Youtube, And Instagram",312..00,,Camera,amazon
"Boya 2x1 Microphone, Dual Omnidirectional, Clear Sound, Practical for Multi Devices, 4m - Black, USB, 100Hz-20kHz, Podcasting, Video Conference, Gaming, Camera Compatible",672..00,EGP 702.00,Camera,amazon
"Lexar Silver Pro SD Card 64GB, UHS-II Memory Card, V60, U3, C10, SDXC Card, Up To 280MB/s Read, for Professional Photographer, Videographer, Enthusiast (LSDSIPR064G-BNNAA)",999..00,"EGP 1,056.00",Camera,amazon
"Mini Projector Home Theater LED Projector with Remote Controller & 32GB Pendrive 4000 lm LED Corded Projector Support HDMI, AV, SD, USB Interfaces (Yellow)","1,499..00",,Camera,amazon
Photography LED Lighting Panel Light Remote Control for Live Stream Video Photo Lamp with Tripod (Panel Light 11 Inch + 6 Feet Stand (Pack of 2)),"2,200..00",,Camera,amazon
حامل خلفية تصوير مع كروما اسود مقاس الحامل 2متر فى 2متر مقاس كروما 2متر فى 2متر فى 2متر,"1,475..00",,Camera,amazon
Wei Feng WT-3560 Tripod for SLR Camera DV Professional Photographic Kit Camera Stand,,,Camera,amazon
"nezini Autofocus Digital Camera, 4K Vlogging Camera for YouTube with WiFi, Autofocus Camera for Photography with 16X Digital Zoom, 32GB SD Card, 2 Batteries（Black）","8,900..00",,Camera,amazon
"Sametop Chest Mount Head Strap Harness Chesty Kit Compatible with GoPro Hero 12, 11, 10, 9, 8, 7, 6, 5, 4, Session, 3+, 3, 2, 1, Hero(2018), Fusion, Max, DJI Osmo Action Cameras",540..00,EGP 600.00,Camera,amazon
AKASO EK7000 4K30FPS 20MP WiFi Action Camera with EIS Ultra HD Underwater Camera 131FT Waterproof Camera Remote Control 4X Zoom Support External Microphone Black,"7,080..03",,Camera,amazon
Skyworth LC2308 Outdoor Full-Color 3MP Smart Wireless Camera,"1,900..00",,Camera,amazon
PULUZ Dual Light Lightbox Mini 40Pcs LED Light Room foliding Photography Lighting Softbox Tent Photobooth Backdrop USB Cube Box Photo Studio Light Box,386..28,,Camera,amazon
"High-Sensitivity CCTV Audio Microphone, 100m² Coverage, Security Camera Sound Monitor",100..00,,Camera,amazon
Canon PowerShot V10 Silver,"19,899..00","EGP 23,921.00",Camera,amazon
"Nikon Deluxe Digital SLR Camera Case - Gadget Bag for D4s, D800, D610, D7100, D7000, D5500, D5300, D5200, D5100, D3300, D3200, D3100",499..00,,Camera,amazon
Hikvision DS-2CE76H0T-ITPF Security Camera - 5 MP,840..00,,Camera,amazon
"EZVIZ CB2 Security Camera with Battery, 1080p WiFi camera, Mini Camera with Smart Human Motion Detection, Two Way Talk with Magnetic Base, Night Vision, Supports Cloud & SD card Storage(Black)","6,499..00",,Camera,amazon
"Keendex kx 2575 hdmi male to female extension cable, 30cm - black, Ethernet",50..00,EGP 104.00,Camera,amazon
Selens 5 in 1 80x120cm light reflector photography diffuser collapsible oval with handle lighting gold/silver/white/black/translucent for photo studio portrait product indoor outdoor shooting.,880..00,,Camera,amazon
"Honeywell HDMI Cable v1.4 with Ethernet, 3D/4Kx2K UHD Resolution, 2Mtr, 10.2 GBPS Transmission Speed, Compatible with all HDMI devices laptop Desktop TV set-top box gaming console",269..00,EGP 299.00,Camera,amazon
UGREEN HDMI 2.1 Cable Certified 8K 4K 120Hz 144Hz 165Hz 240Hz eARC HDR VRR UHD Dolby Vision Atmos HDCP 2.3 48Gbps Ultra High Speed Lead Compatible with PS5/4 Xbox Laptop PC TV Soundbar Monitor DVD(3M),"1,399..00",,Camera,amazon
